timestamp,main_meter,sub_meter_1,sub_meter_2,corporate,day of week_0,day of week_1,day of week_2,day of week_3,day of week_4,day of week_5,day of week_6,building_number_1,building_number_2,building_number_3,building_number_4,building_number_5
2017-04-01 00:00:00,6094.374102689513,1277.2367453857682,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0
2017-04-01 01:00:00,6443.368294603003,1485.30083757583,2.43601575416767,0,0,0,0,0,0,1,0,0,1,0,0,0
2017-04-01 02:00:00,5735.851040168331,1362.7844573252241,1.8406120441778269,0,0,0,0,0,0,1,0,0,1,0,0,0
2017-04-01 03:00:00,5837.604140353871,1258.038418604039,0.14222169824059225,0,0,0,0,0,0,1,0,0,1,0,0,0
2017-04-01 04:00:00,5915.974073938435,873.0330970311202,1.164587758036422,0,0,0,0,0,0,1,0,0,1,0,0,0
2017-04-01 05:00:00,5732.2708244508885,1108.1867340346112,0.7813361666061093,0,0,0,0,0,0,1,0,0,1,0,0,0
2017-04-01 06:00:00,6285.304730319209,2159.091743804844,179.3341186096514,0,0,0,0,0,0,1,0,0,1,0,0,0
2017-04-01 07:00:00,6949.2052221462745,2400.034046702638,91.78247769419166,0,0,0,0,0,0,1,0,0,1,0,0,0
2017-04-01 08:00:00,7192.883448167017,2459.9141553055206,85.70732845209429,1,0,0,0,0,0,1,0,0,1,0,0,0
2017-04-01 09:00:00,7476.585001348313,2687.9876184472423,84.81239376413498,1,0,0,0,0,0,1,0,0,1,0,0,0
2017-04-01 10:00:00,6819.922337638951,2031.7859215255085,84.87142725590269,1,0,0,0,0,0,1,0,0,1,0,0,0
2017-04-01 11:00:00,7251.389114732996,2417.4682552707773,80.33717585956055,1,0,0,0,0,0,1,0,0,1,0,0,0
2017-04-01 12:00:00,7169.836969289711,2189.3714549870183,89.92364591985363,1,0,0,0,0,0,1,0,0,1,0,0,0
2017-04-01 13:00:00,7215.898835868577,2622.598457046113,91.22858986847648,1,0,0,0,0,0,1,0,0,1,0,0,0
2017-04-01 14:00:00,7265.49778794941,2493.8447133643754,89.15032477515349,1,0,0,0,0,0,1,0,0,1,0,0,0
