timestamp,main_meter,sub_meter_1,sub_meter_2,corporate,day of week_0,day of week_1,day of week_2,day of week_3,day of week_4,day of week_5,day of week_6,building_number_1,building_number_2,building_number_3,building_number_4,building_number_5
2017-04-01 00:00:00,2452.453706129003,947.1702074610548,0.4506663454956493,0,0,0,0,0,0,1,0,1,0,0,0,0
2017-04-01 01:00:00,2722.733293344392,1142.5939079847399,1.3773371178664788,0,0,0,0,0,0,1,0,1,0,0,0,0
2017-04-01 02:00:00,2875.8682942272126,1325.2657925769586,3.915957871837287,0,0,0,0,0,0,1,0,1,0,0,0,0
2017-04-01 03:00:00,2803.5826295880097,1279.7294275665306,0.08449309452718581,0,0,0,0,0,0,1,0,1,0,0,0,0
2017-04-01 04:00:00,2465.5317684125757,922.3104246797757,0.1554447550465509,0,0,0,0,0,0,1,0,1,0,0,0,0
2017-04-01 05:00:00,4029.8522133546803,1335.8185583057157,562.2979536315297,0,0,0,0,0,0,1,0,1,0,0,0,0
2017-04-01 06:00:00,4585.171254843964,1776.732987275785,627.2581231917984,0,0,0,0,0,0,1,0,1,0,0,0,0
2017-04-01 07:00:00,4643.542493645793,1805.6782726887127,626.086946978143,0,0,0,0,0,0,1,0,1,0,0,0,0
2017-04-01 08:00:00,4226.190067421263,1389.5665270699367,631.867938184962,1,0,0,0,0,0,1,0,1,0,0,0,0
2017-04-01 09:00:00,4536.821328841701,1687.6117364797763,624.7440850832572,1,0,0,0,0,0,1,0,1,0,0,0,0
2017-04-01 10:00:00,4977.849099940155,2160.332078631088,627.3995019234416,1,0,0,0,0,0,1,0,1,0,0,0,0
2017-04-01 11:00:00,5027.153630247675,2159.9293698081774,626.5676491824843,1,0,0,0,0,0,1,0,1,0,0,0,0
2017-04-01 12:00:00,4463.35051645374,1598.0328066995821,629.9273264464045,1,0,0,0,0,0,1,0,1,0,0,0,0
2017-04-01 13:00:00,4823.515956393354,1911.8481880721406,626.6977588019522,1,0,0,0,0,0,1,0,1,0,0,0,0
2017-04-01 14:00:00,5013.5875927459365,2136.8958577523476,624.1415300083388,1,0,0,0,0,0,1,0,1,0,0,0,0
2017-04-01 15:00:00,5150.569989608579,2264.6209856280084,625.2176229785091,1,0,0,0,0,0,1,0,1,0,0,0,0
2017-04-01 16:00:00,4386.689099201667,1474.8354701452931,626.3723794323574,1,0,0,0,0,0,1,0,1,0,0,0,0
2017-04-01 17:00:00,5018.161905380408,1951.021163439566,672.9799625430749,1,0,0,0,0,0,1,0,1,0,0,0,0
2017-04-01 18:00:00,3738.7329177464076,1481.5431736662888,311.83417406685226,1,0,0,0,0,0,1,0,1,0,0,0,0
2017-04-01 19:00:00,3262.6422468782353,1473.2535463664278,2.0188308918307527,1,0,0,0,0,0,1,0,1,0,0,0,0
2017-04-01 20:00:00,2856.0716646357296,1030.8716632786568,3.2585895430990974,0,0,0,0,0,0,1,0,1,0,0,0,0
2017-04-01 21:00:00,3067.8441203155026,1312.9367843341702,0.021382652997429353,0,0,0,0,0,0,1,0,1,0,0,0,0
2017-04-01 22:00:00,2762.732548672694,1210.9162040614042,3.366521460225048,0,0,0,0,0,0,1,0,1,0,0,0,0
2017-04-01 23:00:00,2880.002863187874,1348.6674055556668,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0
2017-04-02 00:00:00,2477.3176392521477,960.7948602521612,2.958186460496586,0,0,0,0,0,0,0,1,1,0,0,0,0
2017-04-02 01:00:00,2850.229391011469,1213.0794404662754,0.12484887156120213,0,0,0,0,0,0,0,1,1,0,0,0,0
2017-04-02 02:00:00,2667.4186303543415,1145.3475121098165,0.3966490912424182,0,0,0,0,0,0,0,1,1,0,0,0,0
2017-04-02 03:00:00,2778.049702229914,1250.1793863643059,1.008089660576473,0,0,0,0,0,0,0,1,1,0,0,0,0
2017-04-02 04:00:00,2490.7217791347975,944.1647225868501,3.3368998171823625,0,0,0,0,0,0,0,1,1,0,0,0,0
2017-04-02 05:00:00,4570.538859316851,1862.4874244300456,1.9505093287510036,0,0,0,0,0,0,0,1,1,0,0,0,0
2017-04-02 06:00:00,3697.589256471279,1457.8143860767755,402.0700318181465,0,0,0,0,0,0,0,1,1,0,0,0,0
2017-04-02 07:00:00,4230.139006438685,1424.7946905956585,629.4125816072892,0,0,0,0,0,0,0,1,1,0,0,0,0
2017-04-02 08:00:00,4335.981924848777,1512.7896410345616,629.4594688207823,1,0,0,0,0,0,0,1,1,0,0,0,0
