timestamp,main_meter,sub_meter_1,sub_meter_2,corporate,day of week_0,day of week_1,day of week_2,day of week_3,day of week_4,day of week_5,day of week_6,building_number_1,building_number_2,building_number_3,building_number_4,building_number_5
2017-04-01 00:00:00,3656.0993267105086,6.1384072654033845,1060.1801091458906,0,0,0,0,0,0,1,0,0,0,0,1,0
2017-04-01 01:00:00,3653.150274668524,11.876919857869886,979.8158756073692,0,0,0,0,0,0,1,0,0,0,0,1,0
2017-04-01 02:00:00,3720.3868006581156,4.487272908667511,1084.2779875850545,0,0,0,0,0,0,1,0,0,0,0,1,0
2017-04-01 03:00:00,3712.3081548348314,6.518856551234034,1121.7753325802507,0,0,0,0,0,0,1,0,0,0,0,1,0
2017-04-01 04:00:00,3184.698280439294,8.103356473990328,833.1650397240744,0,0,0,0,0,0,1,0,0,0,0,1,0
2017-04-01 05:00:00,3010.1305871128343,508.4114310096837,784.1951431807197,0,0,0,0,0,0,1,0,0,0,0,1,0
2017-04-01 06:00:00,6244.513314304835,1727.7376171196443,1789.3315759928657,0,0,0,0,0,0,1,0,0,0,0,1,0
2017-04-01 07:00:00,7120.6409924618365,2071.934937594044,1998.6040462160367,0,0,0,0,0,0,1,0,0,0,0,1,0
2017-04-01 08:00:00,7162.521696198726,2071.4060018839914,2140.5786112832866,1,0,0,0,0,0,1,0,0,0,0,1,0
2017-04-01 09:00:00,7237.823319186373,2071.6119106617275,2100.7775174130256,1,0,0,0,0,0,1,0,0,0,0,1,0
2017-04-01 10:00:00,7234.432520968089,2073.2913288540194,2201.267654208572,1,0,0,0,0,0,1,0,0,0,0,1,0
2017-04-01 11:00:00,7408.525417519746,2073.8362396345624,2347.024894264321,1,0,0,0,0,0,1,0,0,0,0,1,0
2017-04-01 12:00:00,7087.229345539484,2073.6767797859793,1888.6361502571986,1,0,0,0,0,0,1,0,0,0,0,1,0
2017-04-01 13:00:00,7418.044593886685,2074.2276732152122,2366.693547908465,1,0,0,0,0,0,1,0,0,0,0,1,0
2017-04-01 14:00:00,7591.3345615827575,2076.0211426917763,2357.470946572739,1,0,0,0,0,0,1,0,0,0,0,1,0
