timestamp,main_meter,sub_meter_1,sub_meter_2,corporate,day of week_0,day of week_1,day of week_2,day of week_3,day of week_4,day of week_5,day of week_6,building_number_1,building_number_2,building_number_3,building_number_4,building_number_5
2017-04-01 00:00:00,2497.7040255922493,2153.033885063328,25.393841966780435,0,0,0,0,0,0,1,0,0,0,1,0,0
2017-04-01 01:00:00,2385.390663875931,2020.1669085035453,25.740699445144674,0,0,0,0,0,0,1,0,0,0,1,0,0
2017-04-01 02:00:00,2437.3485596679334,2082.348468344265,27.7758701404478,0,0,0,0,0,0,1,0,0,0,1,0,0
2017-04-01 03:00:00,2451.3581361846923,2072.675657125109,33.616776987496294,0,0,0,0,0,0,1,0,0,0,1,0,0
2017-04-01 04:00:00,3100.5144525986243,1820.2977525426509,935.2143890608711,0,0,0,0,0,0,1,0,0,0,1,0,0
2017-04-01 05:00:00,4717.52399632585,2574.994515608667,1515.764028585489,0,0,0,0,0,0,1,0,0,0,1,0,0
2017-04-01 06:00:00,5162.042714167591,2750.381124635391,1516.6606295140427,0,0,0,0,0,0,1,0,0,0,1,0,0
2017-04-01 07:00:00,5029.946079865049,2729.9886589486114,1518.6530547454079,0,0,0,0,0,0,1,0,0,0,1,0,0
2017-04-01 08:00:00,5302.357381801482,2951.8539809450094,1521.9071332281974,1,0,0,0,0,0,1,0,0,0,1,0,0
2017-04-01 09:00:00,5423.409153458155,2985.044777558804,1518.9438566146882,1,0,0,0,0,0,1,0,0,0,1,0,0
2017-04-01 10:00:00,5554.548665920136,3136.862254104227,1508.2790906279163,1,0,0,0,0,0,1,0,0,0,1,0,0
2017-04-01 11:00:00,5479.363567208129,2990.8558039047275,1510.4873880647426,1,0,0,0,0,0,1,0,0,0,1,0,0
2017-04-01 12:00:00,5178.66431594431,2593.278198597295,1518.7977887651618,1,0,0,0,0,0,1,0,0,0,1,0,0
2017-04-01 13:00:00,6110.507800383382,3231.9346768159076,1511.0429569818364,1,0,0,0,0,0,1,0,0,0,1,0,0
2017-04-01 14:00:00,5844.594760306483,3191.2821681814285,1521.452206091302,1,0,0,0,0,0,1,0,0,0,1,0,0
2017-04-01 15:00:00,5718.209957074131,3199.5996405873952,1511.1465296472466,1,0,0,0,0,0,1,0,0,0,1,0,0
2017-04-01 16:00:00,5725.089162770369,3130.406129779387,1512.5322455741984,1,0,0,0,0,0,1,0,0,0,1,0,0
2017-04-01 17:00:00,5604.336868342304,3054.30385621674,1515.4172554226989,1,0,0,0,0,0,1,0,0,0,1,0,0
2017-04-01 18:00:00,5326.641518039907,2976.3849993133963,1512.142812187417,1,0,0,0,0,0,1,0,0,0,1,0,0
2017-04-01 19:00:00,2992.298205279921,2276.4858630613335,242.2577747244317,1,0,0,0,0,0,1,0,0,0,1,0,0
2017-04-01 20:00:00,2251.1931680278803,1922.68316364158,34.073299583091085,0,0,0,0,0,0,1,0,0,0,1,0,0
2017-04-01 21:00:00,2510.0239387795564,2149.378063068778,27.00654929189543,0,0,0,0,0,0,1,0,0,0,1,0,0
2017-04-01 22:00:00,2661.648551167183,2316.6145385605796,23.193497471267904,0,0,0,0,0,0,1,0,0,0,1,0,0
2017-04-01 23:00:00,2501.264349400814,2147.536535447474,33.980432138780316,0,0,0,0,0,0,1,0,0,0,1,0,0
2017-04-02 00:00:00,2473.3154172090963,2129.398311209294,32.82120264691692,0,0,0,0,0,0,0,1,0,0,1,0,0
2017-04-02 01:00:00,2439.544321919703,2050.9735772345866,21.038297654018756,0,0,0,0,0,0,0,1,0,0,1,0,0
2017-04-02 02:00:00,2507.5863866904774,2099.627711442009,33.06910411611564,0,0,0,0,0,0,0,1,0,0,1,0,0
2017-04-02 03:00:00,2516.6602909963567,2153.9720157139836,24.744691034168827,0,0,0,0,0,0,0,1,0,0,1,0,0
2017-04-02 04:00:00,2154.175667491861,1808.8695194746344,28.31729693851277,0,0,0,0,0,0,0,1,0,0,1,0,0
2017-04-02 05:00:00,2433.1354163482138,2065.2212320090744,26.998821753365064,0,0,0,0,0,0,0,1,0,0,1,0,0
2017-04-02 06:00:00,4671.844317415146,2707.3886085013987,1230.0534868547902,0,0,0,0,0,0,0,1,0,0,1,0,0
2017-04-02 07:00:00,5766.18978006596,3010.418872003477,1519.8639755610488,0,0,0,0,0,0,0,1,0,0,1,0,0
2017-04-02 08:00:00,5843.750463631696,3342.9172039405403,1526.6797810568955,1,0,0,0,0,0,0,1,0,0,1,0,0
2017-04-02 09:00:00,5645.997936183849,3079.822026694586,1517.004210190998,1,0,0,0,0,0,0,1,0,0,1,0,0
2017-04-02 10:00:00,5670.936930183036,3150.4903812169464,1522.1686880385473,1,0,0,0,0,0,0,1,0,0,1,0,0
2017-04-02 11:00:00,4365.665248738036,2561.294417904938,1309.5489200966226,1,0,0,0,0,0,0,1,0,0,1,0,0
2017-04-02 12:00:00,2061.814904023569,1721.056259005315,27.6529850338925,1,0,0,0,0,0,0,1,0,0,1,0,0
2017-04-02 13:00:00,2836.95260513752,2492.2201928949385,28.226417736163757,1,0,0,0,0,0,0,1,0,0,1,0,0
2017-04-02 14:00:00,2612.0765147584207,2260.885690919239,30.960305929291952,1,0,0,0,0,0,0,1,0,0,1,0,0
2017-04-02 15:00:00,2542.9566892969424,2143.6057552210273,27.20881877336782,1,0,0,0,0,0,0,1,0,0,1,0,0
2017-04-02 16:00:00,2635.403422078443,2112.6954036004317,25.40759171990237,1,0,0,0,0,0,0,1,0,0,1,0,0
2017-04-02 17:00:00,2617.3157212817428,2135.362073442394,20.92830170334991,1,0,0,0,0,0,0,1,0,0,1,0,0
2017-04-02 18:00:00,2549.8312804708044,2018.5014168081393,24.896872130616387,1,0,0,0,0,0,0,1,0,0,1,0,0
2017-04-02 19:00:00,2585.5464353744283,2095.6548407996765,25.643687072279796,1,0,0,0,0,0,0,1,0,0,1,0,0
2017-04-02 20:00:00,2106.1321857220455,1766.6494579518953,23.95107408872088,0,0,0,0,0,0,0,1,0,0,1,0,0
2017-04-02 21:00:00,2445.1368507800553,2085.928161625953,28.214257932657276,0,0,0,0,0,0,0,1,0,0,1,0,0
2017-04-02 22:00:00,2581.9811325037335,2214.5851572204906,35.53922531032333,0,0,0,0,0,0,0,1,0,0,1,0,0
2017-04-02 23:00:00,2663.4924662427484,2307.7202272329064,24.575106675310078,0,0,0,0,0,0,0,1,0,0,1,0,0
2017-04-03 00:00:00,2608.1898386275916,2226.8384638861608,28.388210390578006,0,1,0,0,0,0,0,0,0,0,1,0,0
2017-04-03 01:00:00,2451.092449306923,2107.3335431566875,24.90338383170673,0,1,0,0,0,0,0,0,0,0,1,0,0
2017-04-03 02:00:00,2465.0477080268415,2058.2506697344293,24.61125997817264,0,1,0,0,0,0,0,0,0,0,1,0,0
2017-04-03 03:00:00,2440.0272963644707,2082.890299675668,32.937970975489236,0,1,0,0,0,0,0,0,0,0,1,0,0
2017-04-03 04:00:00,3012.489732161257,1709.0142670849511,897.4152968374653,0,1,0,0,0,0,0,0,0,0,1,0,0
2017-04-03 05:00:00,4641.324123985804,2528.3218750900423,1516.3262098240843,0,1,0,0,0,0,0,0,0,0,1,0,0
2017-04-03 06:00:00,5272.242907150377,2789.119923337863,1515.7935316800113,0,1,0,0,0,0,0,0,0,0,1,0,0
2017-04-03 07:00:00,5147.902480634707,2710.4689617963218,1521.1092221954193,0,1,0,0,0,0,0,0,0,0,1,0,0
2017-04-03 08:00:00,5519.469620127901,2961.609462444284,1530.4869017821884,1,1,0,0,0,0,0,0,0,0,1,0,0
2017-04-03 09:00:00,5531.072089056626,2962.2604304003053,1510.850121428368,1,1,0,0,0,0,0,0,0,0,1,0,0
2017-04-03 10:00:00,5739.775290706805,3137.4211703508145,1518.344388977724,1,1,0,0,0,0,0,0,0,0,1,0,0
